Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
E0,28/10/2000,Man United,Liverpool,1,1,D,1,1,D,1997-98
E0,28/10/2000,Arsenal,Newcastle,3,1,H,1,0,H,1997-98
E0,28/10/2000,Barnsley,Sheffield Weds,2,1,H,0,0,D,1997-98
E0,28/10/2000,Bolton,Blackburn,2,1,H,1,0,H,1997-98
E0,28/10/2000,Chelsea,Tottenham,2,0,H,0,0,D,1997-98
E0,28/10/2000,Coventry,Aston Villa,1,2,A,0,1,A,1997-98
E0,28/10/2000,Crystal Palace,Leicester,0,3,A,0,1,A,1997-98
E0,29/10/2000,Everton,Leeds,2,0,H,2,0,H,1997-98
E0,29/10/2000,Southampton,Wimbledon,0,1,A,0,1,A,1997-98
E0,04/11/2000,West Ham,Derby,0,0,D,0,0,D,1997-98
E0,04/11/2000,Blackburn,Arsenal,1,4,A,0,4,A,1997-98
E0,04/11/2000,Derby,Bolton,4,0,H,4,0,H,1997-98
E0,04/11/2000,Liverpool,Crystal Palace,2,1,H,1,0,H,1997-98
E0,04/11/2000,Newcastle,Barnsley,2,1,H,1,0,H,1997-98
E0,04/11/2000,Sheffield Weds,West Ham,1,1,D,0,1,A,1997-98
E0,04/11/2000,Tottenham,Coventry,1,1,D,0,0,D,1997-98
E0,04/11/2000,Wimbledon,Everton,0,0,D,0,0,D,1997-98
E0,05/11/2000,Leicester,Southampton,3,3,D,1,2,A,1997-98
E0,06/11/2000,Arsenal,Wimbledon,5,0,H,3,0,H,1997-98
E0,11/11/2000,Barnsley,Tottenham,1,1,D,1,0,H,1997-98
E0,11/11/2000,Bolton,Leeds,2,3,A,0,2,A,1997-98
E0,11/11/2000,Crystal Palace,Derby,3,1,H,0,0,D,1997-98
E0,11/11/2000,Everton,Leicester,1,1,D,1,1,D,1997-98
E0,11/11/2000,Man United,Newcastle,1,1,D,1,1,D,1997-98
E0,11/11/2000,Southampton,Aston Villa,1,2,A,1,1,D,1997-98
E0,11/11/2000,West Ham,Blackburn,2,1,H,2,1,H,1997-98
E0,11/11/2000,Chelsea,Sheffield Weds,1,0,H,1,0,H,1997-98
E0,12/11/2000,Coventry,Liverpool,1,1,D,0,1,A,1997-98
E0,12/11/2000,Aston Villa,Bolton,1,3,A,0,2,A,1997-98
E0,18/11/2000,Barnsley,Arsenal,0,2,A,0,1,A,1997-98
E0,18/11/2000,Blackburn,Wimbledon,0,0,D,0,0,D,1997-98
E0,18/11/2000,Chelsea,Liverpool,4,1,H,1,1,D,1997-98
E0,18/11/2000,Everton,Sheffield Weds,1,3,A,0,2,A,1997-98
E0,18/11/2000,Leeds,Coventry,3,3,D,2,2,D,1997-98
E0,18/11/2000,Tottenham,Newcastle,2,0,H,1,0,H,1997-98
E0,18/11/2000,West Ham,Southampton,2,4,A,1,1,D,1997-98
E0,18/11/2000,Derby,Leicester,0,4,A,0,4,A,1997-98
E0,19/11/2000,Crystal Palace,Man United,0,3,A,0,2,A,1997-98
E0,20/11/2000,Arsenal,Derby,1,0,H,1,0,H,1997-98
E0,25/11/2000,Chelsea,Blackburn,0,1,A,0,0,D,1997-98
E0,25/11/2000,Coventry,Wimbledon,0,0,D,0,0,D,1997-98
E0,25/11/2000,Leicester,Newcastle,0,0,D,0,0,D,1997-98
E0,25/11/2000,Bolton,Crystal Palace,5,2,H,3,2,H,1997-98
E0,25/11/2000,Coventry,Blackburn,2,0,H,2,0,H,1997-98
E0,25/11/2000,Leicester,Barnsley,1,0,H,0,0,D,1997-98
E0,25/11/2000,Liverpool,West Ham,5,0,H,4,0,H,1997-98
E0,25/11/2000,Newcastle,Chelsea,3,1,H,2,0,H,1997-98
E0,26/11/2000,Sheffield Weds,Aston Villa,1,3,A,0,2,A,1997-98
E0,26/11/2000,Southampton,Derby,0,2,A,0,0,D,1997-98
E0,02/12/2000,Wimbledon,Tottenham,2,6,A,2,2,D,1997-98
E0,02/12/2000,Arsenal,Everton,4,0,H,2,0,H,1997-98
E0,02/12/2000,Man United,Leeds,3,0,H,2,0,H,1997-98
E0,02/12/2000,Crystal Palace,West Ham,3,3,D,1,1,D,1997-98
E0,02/12/2000,Liverpool,Arsenal,4,0,H,3,0,H,1997-98
E0,02/12/2000,Aston Villa,Arsenal,1,0,H,1,0,H,1997-98
E0,02/12/2000,Barnsley,Man United,0,2,A,0,1,A,1997-98
E0,02/12/2000,Blackburn,Newcastle,1,0,H,0,0,D,1997-98
E0,03/12/2000,Chelsea,Bolton,2,0,H,0,0,D,1997-98
E0,04/12/2000,Crystal Palace,Sheffield Weds,1,0,H,0,0,D,1997-98
E0,09/12/2000,Derby,Liverpool,1,0,H,0,0,D,1997-98
E0,09/12/2000,Everton,Coventry,1,1,D,1,0,H,1997-98
E0,09/12/2000,Leeds,Wimbledon,1,1,D,0,0,D,1997-98
E0,09/12/2000,Tottenham,Southampton,1,1,D,1,1,D,1997-98
E0,09/12/2000,West Ham,Leicester,4,3,H,2,0,H,1997-98
E0,09/12/2000,Blackburn,Derby,0,0,D,0,0,D,1998-99
E0,09/12/2000,Coventry,Chelsea,2,1,H,2,1,H,1998-99
E0,09/12/2000,Everton,Aston Villa,0,0,D,0,0,D,1998-99
E0,10/12/2000,Man United,Leicester,2,2,D,0,1,A,1998-99
E0,10/12/2000,Middlesbrough,Leeds,0,0,D,0,0,D,1998-99
E0,16/12/2000,Newcastle,Charlton,0,0,D,0,0,D,1998-99
E0,16/12/2000,Sheffield Weds,West Ham,0,1,A,0,0,D,1998-99
E0,16/12/2000,Wimbledon,Tottenham,3,1,H,0,0,D,1998-99
E0,16/12/2000,Southampton,Liverpool,1,2,A,1,1,D,1998-99
E0,16/12/2000,Arsenal,Nott'm Forest,2,1,H,0,0,D,1998-99
E0,16/12/2000,Charlton,Southampton,5,0,H,1,0,H,1998-99
E0,16/12/2000,Chelsea,Newcastle,1,1,D,1,1,D,1998-99
E0,16/12/2000,Derby,Wimbledon,0,0,D,0,0,D,1998-99
E0,17/12/2000,Leicester,Everton,2,0,H,2,0,H,1998-99
E0,18/12/2000,Liverpool,Arsenal,0,0,D,0,0,D,1998-99
E0,22/12/2000,Nott'm Forest,Coventry,1,0,H,0,0,D,1998-99
E0,23/12/2000,Tottenham,Sheffield Weds,0,3,A,0,2,A,1998-99
E0,23/12/2000,West Ham,Man United,0,0,D,0,0,D,1998-99
E0,23/12/2000,Aston Villa,Middlesbrough,3,1,H,1,0,H,1998-99
E0,23/12/2000,Leeds,Blackburn,1,0,H,1,0,H,1998-99
E0,23/12/2000,Arsenal,Charlton,0,0,D,0,0,D,1998-99
E0,23/12/2000,Blackburn,Leicester,1,0,H,1,0,H,1998-99
E0,23/12/2000,Coventry,West Ham,0,0,D,0,0,D,1998-99
E0,23/12/2000,Everton,Tottenham,0,1,A,0,1,A,1998-99
E0,23/12/2000,Middlesbrough,Derby,1,1,D,0,1,A,1998-99
E0,26/12/2000,Sheffield Weds,Aston Villa,0,1,A,0,1,A,1998-99
E0,26/12/2000,Southampton,Nott'm Forest,1,2,A,0,0,D,1998-99
E0,26/12/2000,Wimbledon,Leeds,1,1,D,0,0,D,1998-99
E0,26/12/2000,Newcastle,Liverpool,1,4,A,1,4,A,1998-99
E0,26/12/2000,Leeds,Southampton,3,0,H,1,0,H,1998-99
E0,26/12/2000,Nott'm Forest,Everton,0,2,A,0,0,D,1998-99
E0,26/12/2000,Aston Villa,Newcastle,1,0,H,0,0,D,1998-99
E0,26/12/2000,Chelsea,Arsenal,0,0,D,0,0,D,1998-99
E0,26/12/2000,Derby,Sheffield Weds,1,0,H,1,0,H,1998-99
E0,27/12/2000,Leicester,Middlesbrough,0,1,A,0,1,A,1998-99
E0,30/12/2000,Liverpool,Coventry,2,0,H,1,0,H,1998-99
E0,30/12/2000,Man United,Charlton,4,1,H,2,1,H,1998-99
E0,30/12/2000,Tottenham,Blackburn,2,1,H,1,1,D,1998-99
E0,30/12/2000,West Ham,Wimbledon,3,4,A,3,1,H,1998-99
E0,30/12/2000,Aston Villa,Wimbledon,2,0,H,1,0,H,1998-99
E0,30/12/2000,Charlton,Derby,1,2,A,0,1,A,1998-99
E0,01/01/2001,Chelsea,Nott'm Forest,2,1,H,2,0,H,1998-99
E0,01/01/2001,Everton,Leeds,0,0,D,0,0,D,1998-99
E0,01/01/2001,Leicester,Arsenal,1,1,D,1,0,H,1998-99
E0,01/01/2001,Man United,Coventry,2,0,H,1,0,H,1998-99
E0,01/01/2001,Newcastle,Southampton,4,0,H,2,0,H,1998-99
E0,01/01/2001,Sheffield Weds,Blackburn,3,0,H,2,0,H,1998-99
E0,01/01/2001,West Ham,Liverpool,2,1,H,1,0,H,1998-99
E0,01/01/2001,Tottenham,Middlesbrough,0,3,A,0,2,A,1998-99
E0,01/01/2001,Coventry,Newcastle,1,5,A,1,3,A,1998-99
E0,02/01/2001,Derby,Leicester,2,0,H,1,0,H,1998-99
E0,13/01/2001,Leeds,Aston Villa,0,0,D,0,0,D,1998-99
E0,13/01/2001,Liverpool,Charlton,3,3,D,1,1,D,1998-99
E0,13/01/2001,Middlesbrough,Everton,2,2,D,2,0,H,1998-99
E0,13/01/2001,Nott'm Forest,West Ham,0,0,D,0,0,D,1998-99
E0,13/01/2001,Southampton,Tottenham,1,1,D,0,1,A,1998-99
E0,13/01/2001,Wimbledon,Sheffield Weds,2,1,H,1,0,H,1998-99
E0,13/01/2001,Arsenal,Man United,3,0,H,2,0,H,1998-99
E0,13/01/2001,Blackburn,Chelsea,3,4,A,1,1,D,1998-99
E0,13/01/2001,Man United,Liverpool,2,0,H,1,0,H,1998-99
E0,14/01/2001,Aston Villa,Derby,1,0,H,1,0,H,1998-99
E0,20/01/2001,Charlton,Coventry,1,1,D,0,0,D,1998-99
E0,20/01/2001,Chelsea,Middlesbrough,2,0,H,0,0,D,1998-99
E0,20/01/2001,Everton,Blackburn,0,0,D,0,0,D,1998-99
E0,20/01/2001,Newcastle,Nott'm Forest,2,0,H,1,0,H,1998-99
E0,20/01/2001,Sheffield Weds,Arsenal,1,0,H,0,0,D,1998-99
E0,20/01/2001,Tottenham,Leeds,3,3,D,1,2,A,1998-99
E0,20/01/2001,Leicester,Wimbledon,1,1,D,0,0,D,1998-99
E0,20/01/2001,West Ham,Southampton,1,0,H,0,0,D,1998-99
E0,21/01/2001,Blackburn,West Ham,3,0,H,1,0,H,1998-99
E0,22/01/2001,Coventry,Aston Villa,1,2,A,0,2,A,1998-99
E0,24/01/2001,Derby,Tottenham,0,1,A,0,0,D,1998-99
E0,30/01/2001,Leeds,Leicester,0,1,A,0,0,D,1998-99
E0,30/01/2001,Middlesbrough,Sheffield Weds,4,0,H,2,0,H,1998-99
E0,31/01/2001,Nott'm Forest,Charlton,0,1,A,0,1,A,1998-99
E0,31/01/2001,Southampton,Man United,0,3,A,0,1,A,1998-99
E0,31/01/2001,Wimbledon,Everton,1,2,A,1,1,D,1998-99
E0,31/01/2001,Arsenal,Newcastle,3,0,H,2,0,H,1998-99
E0,31/01/2001,Liverpool,Chelsea,1,1,D,0,1,A,1998-99
E0,31/01/2001,Arsenal,Southampton,1,1,D,1,0,H,1998-99
E0,31/01/2001,Chelsea,Charlton,2,1,H,1,0,H,1998-99
E0,03/02/2001,Everton,Liverpool,0,0,D,0,0,D,1998-99
E0,03/02/2001,Man United,Wimbledon,5,1,H,2,1,H,1998-99
E0,03/02/2001,Middlesbrough,Blackburn,2,1,H,0,0,D,1998-99
E0,03/02/2001,Newcastle,Derby,2,1,H,2,0,H,1998-99
E0,03/02/2001,Nott'm Forest,Leeds,1,1,D,0,0,D,1998-99
E0,03/02/2001,West Ham,Aston Villa,0,0,D,0,0,D,1998-99
E0,03/02/2001,Coventry,Sheffield Weds,1,0,H,0,0,D,1998-99
E0,03/02/2001,Leicester,Tottenham,2,1,H,1,1,D,1998-99
E0,03/02/2001,Aston Villa,Leicester,1,1,D,0,1,A,1998-99
E0,07/02/2001,Charlton,West Ham,4,2,H,1,2,A,1998-99
E0,10/02/2001,Derby,Man United,1,1,D,0,0,D,1998-99
E0,10/02/2001,Liverpool,Nott'm Forest,5,1,H,3,1,H,1998-99
E0,10/02/2001,Sheffield Weds,Everton,0,0,D,0,0,D,1998-99
E0,10/02/2001,Southampton,Coventry,2,1,H,2,0,H,1998-99
E0,10/02/2001,Tottenham,Newcastle,2,0,H,1,0,H,1998-99
E0,10/02/2001,Wimbledon,Middlesbrough,2,2,D,1,2,A,1998-99
E0,10/02/2001,Blackburn,Arsenal,1,2,A,0,2,A,1998-99
E0,10/02/2001,Leeds,Chelsea,0,0,D,0,0,D,1998-99
E0,11/02/2001,Coventry,Arsenal,0,1,A,0,0,D,1998-99
E0,12/02/2001,Derby,Leeds,2,2,D,1,2,A,1998-99
E0,24/02/2001,Everton,Man United,1,4,A,1,2,A,1998-99
E0,24/02/2001,Leicester,Liverpool,1,0,H,0,0,D,1998-99
E0,24/02/2001,Newcastle,West Ham,0,3,A,0,0,D,1998-99
E0,24/02/2001,Sheffield Weds,Southampton,0,0,D,0,0,D,1998-99
E0,24/02/2001,Wimbledon,Blackburn,1,1,D,0,0,D,1998-99
E0,24/02/2001,Middlesbrough,Nott'm Forest,1,1,D,1,0,H,1998-99
E0,24/02/2001,Tottenham,Charlton,2,2,D,0,1,A,1998-99
E0,24/02/2001,Aston Villa,Tottenham,3,2,H,2,0,H,1998-99
E0,25/02/2001,Blackburn,Coventry,1,2,A,0,0,D,1998-99
E0,03/03/2001,Charlton,Leicester,0,0,D,0,0,D,1998-99
E0,03/03/2001,Liverpool,Derby,1,2,A,0,2,A,1998-99
E0,03/03/2001,Nott'm Forest,Wimbledon,0,1,A,0,1,A,1998-99
E0,03/03/2001,Southampton,Middlesbrough,3,3,D,0,0,D,1998-99
E0,03/03/2001,Arsenal,Everton,1,0,H,1,0,H,1998-99
E0,03/03/2001,Leeds,Sheffield Weds,2,1,H,1,1,D,1998-99
E0,03/03/2001,Man United,Newcastle,0,0,D,0,0,D,1998-99
E0,03/03/2001,West Ham,Chelsea,1,1,D,1,0,H,1998-99
E0,04/03/2001,Arsenal,Tottenham,0,0,D,0,0,D,1998-99
E0,05/03/2001,Charlton,Middlesbrough,1,1,D,1,0,H,1998-99
E0,07/03/2001,Chelsea,Wimbledon,3,0,H,1,0,H,1998-99
E0,10/03/2001,Liverpool,Leeds,1,3,A,0,0,D,1998-99
E0,17/03/2001,Man United,Blackburn,3,2,H,2,0,H,1998-99
E0,17/03/2001,Newcastle,Sheffield Weds,1,1,D,1,0,H,1998-99
E0,17/03/2001,Southampton,Aston Villa,1,4,A,0,1,A,1998-99
E0,17/03/2001,West Ham,Leicester,3,2,H,1,1,D,1998-99
E0,17/03/2001,Coventry,Everton,3,0,H,1,0,H,1998-99
E0,17/03/2001,Nott'm Forest,Derby,2,2,D,0,0,D,1998-99
E0,17/03/2001,Aston Villa,Liverpool,2,4,A,0,2,A,1998-99
E0,17/03/2001,Blackburn,Southampton,0,2,A,0,1,A,1998-99
E0,18/03/2001,Leeds,Charlton,4,1,H,1,0,H,1998-99
E0,18/03/2001,Leicester,Chelsea,2,4,A,1,2,A,1998-99
E0,31/03/2001,Middlesbrough,Coventry,2,0,H,0,0,D,1998-99
E0,31/03/2001,Sheffield Weds,Man United,3,1,H,1,1,D,1998-99
E0,31/03/2001,Tottenham,Nott'm Forest,2,0,H,0,0,D,1998-99
E0,31/03/2001,Wimbledon,Arsenal,1,0,H,0,0,D,1998-99
E0,31/03/2001,Derby,West Ham,0,2,A,0,1,A,1998-99
E0,31/03/2001,Everton,Newcastle,1,0,H,1,0,H,1998-99
E0,31/03/2001,Charlton,Everton,1,2,A,0,1,A,1998-99
E0,31/03/2001,Chelsea,Sheffield Weds,1,1,D,1,0,H,1998-99
E0,01/04/2001,Coventry,Leicester,1,1,D,0,0,D,1998-99
E0,02/04/2001,Newcastle,Wimbledon,3,1,H,1,1,D,1998-99
E0,04/04/2001,Nott'm Forest,Aston Villa,2,2,D,2,0,H,1998-99
E0,07/04/2001,Southampton,Derby,0,1,A,0,1,A,1998-99
E0,07/04/2001,West Ham,Tottenham,2,1,H,1,0,H,1998-99
E0,07/04/2001,Arsenal,Middlesbrough,1,1,D,0,1,A,1998-99
E0,07/04/2001,Liverpool,Blackburn,2,0,H,2,0,H,1998-99
E0,08/04/2001,Man United,Leeds,3,2,H,1,1,D,1998-99
E0,09/04/2001,Aston Villa,Man United,1,1,D,0,0,D,1998-99
E0,10/04/2001,Blackburn,Charlton,1,0,H,0,0,D,1998-99
E0,10/04/2001,Derby,Arsenal,0,0,D,0,0,D,1998-99
E0,10/04/2001,Everton,Chelsea,0,0,D,0,0,D,1998-99
E0,11/04/2001,Leeds,West Ham,4,0,H,1,0,H,1998-99
E0,13/04/2001,Leicester,Southampton,2,0,H,0,0,D,1998-99
E0,13/04/2001,Tottenham,Liverpool,2,1,H,1,0,H,1998-99
E0,14/04/2001,Wimbledon,Coventry,2,1,H,0,0,D,1998-99
E0,14/04/2001,Middlesbrough,Newcastle,2,2,D,1,1,D,1998-99
E0,14/04/2001,Sheffield Weds,Nott'm Forest,3,2,H,1,0,H,1998-99
E0,14/04/2001,Chelsea,Aston Villa,2,1,H,1,1,D,1998-99
E0,14/04/2001,Blackburn,Newcastle,0,0,D,0,0,D,1998-99
E0,14/04/2001,Derby,Chelsea,2,2,D,1,0,H,1998-99
E0,14/04/2001,Everton,Southampton,1,0,H,1,0,H,1998-99
E0,14/04/2001,Leicester,Nott'm Forest,3,1,H,1,1,D,1998-99
E0,16/04/2001,Middlesbrough,West Ham,1,0,H,1,0,H,1998-99
E0,16/04/2001,Sheffield Weds,Charlton,3,0,H,1,0,H,1998-99
E0,16/04/2001,Tottenham,Man United,2,2,D,0,2,A,1998-99
E0,16/04/2001,Aston Villa,Arsenal,3,2,H,0,2,A,1998-99
E0,16/04/2001,Wimbledon,Liverpool,1,0,H,0,0,D,1998-99
E0,17/04/2001,Leeds,Coventry,2,0,H,1,0,H,1998-99
E0,17/04/2001,Man United,Chelsea,1,1,D,1,0,H,1998-99
E0,21/04/2001,Chelsea,Tottenham,2,0,H,0,0,D,1998-99
E0,21/04/2001,Coventry,Derby,1,1,D,1,0,H,1998-99
E0,21/04/2001,Liverpool,Sheffield Weds,2,0,H,2,0,H,1998-99
E0,21/04/2001,Man United,Middlesbrough,2,3,A,0,2,A,1998-99
E0,21/04/2001,Newcastle,Leicester,1,0,H,0,0,D,1998-99
E0,21/04/2001,Nott'm Forest,Blackburn,2,2,D,2,0,H,1998-99
E0,21/04/2001,Southampton,Wimbledon,3,1,H,1,0,H,1998-99
E0,21/04/2001,West Ham,Everton,2,1,H,1,0,H,1998-99
E0,21/04/2001,Arsenal,Leeds,3,1,H,1,0,H,1998-99
E0,22/04/2001,Charlton,Aston Villa,0,1,A,0,1,A,1998-99
E0,28/04/2001,Arsenal,West Ham,1,0,H,1,0,H,1998-99
E0,28/04/2001,Blackburn,Aston Villa,2,1,H,1,0,H,1998-99
E0,28/04/2001,Coventry,Tottenham,1,1,D,0,1,A,1998-99
E0,28/04/2001,Everton,Derby,0,0,D,0,0,D,1998-99
E0,28/04/2001,Man United,Nott'm Forest,3,0,H,1,0,H,1998-99
E0,28/04/2001,Middlesbrough,Liverpool,1,3,A,1,2,A,1998-99
E0,28/04/2001,Newcastle,Leeds,0,3,A,0,1,A,1998-99
E0,28/04/2001,Sheffield Weds,Leicester,0,1,A,0,1,A,1998-99
E0,28/04/2001,Southampton,Chelsea,0,2,A,0,1,A,1998-99
E0,30/04/2001,Wimbledon,Charlton,2,1,H,1,1,D,1998-99
E0,01/05/2001,Aston Villa,Sheffield Weds,2,1,H,1,1,D,1998-99
E0,01/05/2001,Charlton,Arsenal,0,1,A,0,0,D,1998-99
E0,05/05/2001,Derby,Middlesbrough,2,1,H,1,0,H,1998-99
E0,05/05/2001,Leicester,Blackburn,1,1,D,1,1,D,1998-99
E0,05/05/2001,Liverpool,Newcastle,4,2,H,0,1,A,1998-99
E0,05/05/2001,Nott'm Forest,Southampton,1,1,D,0,0,D,1998-99
E0,05/05/2001,Tottenham,Everton,4,1,H,1,1,D,1998-99
E0,05/05/2001,West Ham,Coventry,2,0,H,1,0,H,1998-99
E0,05/05/2001,Chelsea,Man United,0,0,D,0,0,D,1998-99
E0,05/05/2001,Leeds,Wimbledon,2,2,D,1,1,D,1998-99
E0,05/05/2001,Arsenal,Liverpool,0,0,D,0,0,D,1998-99
E0,07/05/2001,Blackburn,Leeds,1,0,H,1,0,H,1998-99
E0,08/05/2001,Coventry,Nott'm Forest,4,0,H,1,0,H,1998-99
E0,13/05/2001,Everton,Leicester,0,0,D,0,0,D,1998-99
E0,13/05/2001,Middlesbrough,Aston Villa,0,0,D,0,0,D,1998-99
E0,15/05/2001,Newcastle,Chelsea,0,1,A,0,1,A,1998-99
E0,19/05/2001,Sheffield Weds,Tottenham,0,0,D,0,0,D,1998-99
E0,19/05/2001,Southampton,Charlton,3,1,H,1,1,D,1998-99
E0,19/05/2001,Wimbledon,Derby,2,1,H,1,0,H,1998-99
E0,19/05/2001,Man United,West Ham,4,1,H,2,0,H,1998-99
E0,19/05/2001,Chelsea,Coventry,2,1,H,1,1,D,1998-99
E0,19/05/2001,Derby,Blackburn,1,0,H,0,0,D,1998-99
E0,19/05/2001,Leeds,Middlesbrough,2,0,H,2,0,H,1998-99
E0,19/05/2001,Leicester,Man United,2,6,A,1,1,D,1998-99
E0,19/05/2001,Liverpool,Southampton,7,1,H,3,0,H,1998-99
E0,19/05/2001,Nott'm Forest,Arsenal,0,1,A,0,1,A,1998-99
E0,18/08/2001,Tottenham,Wimbledon,0,0,D,0,0,D,1998-99
E0,18/08/2001,West Ham,Sheffield Weds,0,4,A,0,2,A,1998-99
E0,18/08/2001,Charlton,Newcastle,2,2,D,0,1,A,1998-99
E0,18/08/2001,Aston Villa,Everton,3,0,H,1,0,H,1998-99
E0,18/08/2001,Blackburn,Tottenham,1,1,D,1,0,H,1998-99
E0,18/08/2001,Coventry,Liverpool,2,1,H,0,0,D,1998-99
E0,18/08/2001,Everton,Nott'm Forest,0,1,A,0,0,D,1998-99
E0,18/08/2001,Middlesbrough,Leicester,0,0,D,0,0,D,1998-99
E0,19/08/2001,Newcastle,Aston Villa,2,1,H,2,0,H,1998-99
E0,19/08/2001,Sheffield Weds,Derby,0,1,A,0,0,D,1998-99
E0,20/08/2001,Southampton,Leeds,3,0,H,1,0,H,1998-99
E0,21/08/2001,Wimbledon,West Ham,0,0,D,0,0,D,1998-99
E0,21/08/2001,Arsenal,Chelsea,1,0,H,1,0,H,1998-99
E0,21/08/2001,Charlton,Man United,0,1,A,0,0,D,1998-99
E0,22/08/2001,Man United,Derby,1,0,H,0,0,D,1998-99
E0,22/08/2001,Aston Villa,Blackburn,1,3,A,0,1,A,1998-99
E0,25/08/2001,Chelsea,Southampton,1,0,H,1,0,H,1998-99
E0,25/08/2001,Leeds,Newcastle,0,1,A,0,0,D,1998-99
E0,25/08/2001,Leicester,Sheffield Weds,0,2,A,0,0,D,1998-99
E0,25/08/2001,Liverpool,Middlesbrough,3,1,H,3,0,H,1998-99
E0,25/08/2001,Nott'm Forest,Man United,1,8,A,1,2,A,1998-99
E0,25/08/2001,Tottenham,Coventry,0,0,D,0,0,D,1998-99
E0,25/08/2001,West Ham,Arsenal,0,4,A,0,2,A,1998-99
E0,26/08/2001,Derby,Everton,2,1,H,0,1,A,1998-99
E0,26/08/2001,Charlton,Wimbledon,2,0,H,1,0,H,1998-99
E0,27/08/2001,Charlton,Liverpool,1,0,H,0,0,D,1998-99
E0,08/09/2001,West Ham,Nott'm Forest,2,1,H,2,0,H,1998-99
E0,08/09/2001,Aston Villa,Leeds,1,2,A,0,2,A,1998-99
E0,08/09/2001,Chelsea,Blackburn,1,1,D,1,0,H,1998-99
E0,08/09/2001,Everton,Middlesbrough,5,0,H,2,0,H,1998-99
E0,08/09/2001,Man United,Arsenal,1,1,D,0,0,D,1998-99
E0,08/09/2001,Newcastle,Coventry,4,1,H,1,1,D,1998-99
E0,08/09/2001,Arsenal,Leicester,5,0,H,4,0,H,1998-99
E0,08/09/2001,Blackburn,Sheffield Weds,1,4,A,0,3,A,1998-99
E0,09/09/2001,Coventry,Man United,0,1,A,0,0,D,1998-99
E0,09/09/2001,Derby,Charlton,0,2,A,0,0,D,1998-99
E0,15/09/2001,Leeds,Everton,1,0,H,0,0,D,1998-99
E0,15/09/2001,Liverpool,West Ham,2,2,D,2,1,H,1998-99
E0,15/09/2001,Middlesbrough,Tottenham,0,0,D,0,0,D,1998-99
E0,15/09/2001,Nott'm Forest,Chelsea,1,3,A,1,2,A,1998-99
E0,15/09/2001,Southampton,Newcastle,2,1,H,2,0,H,1998-99
E0,15/09/2001,Wimbledon,Aston Villa,0,0,D,0,0,D,1998-99
E0,16/09/2001,Aston Villa,Coventry,1,4,A,0,1,A,1998-99
E0,16/09/2001,Charlton,Nott'm Forest,0,0,D,0,0,D,1998-99
E0,16/09/2001,Chelsea,Liverpool,2,1,H,2,0,H,1998-99
E0,16/09/2001,Everton,Wimbledon,1,1,D,0,1,A,1998-99
E0,17/09/2001,Man United,Southampton,2,1,H,0,0,D,1998-99
E0,19/09/2001,Sheffield Weds,Middlesbrough,3,1,H,1,0,H,1998-99
E0,19/09/2001,Tottenham,Derby,1,1,D,0,0,D,1998-99
E0,22/09/2001,West Ham,Blackburn,2,0,H,2,0,H,1998-99
E0,22/09/2001,Newcastle,Arsenal,1,1,D,0,1,A,1998-99
E0,22/09/2001,Leicester,Leeds,1,2,A,0,1,A,1998-99
E0,22/09/2001,Tottenham,Southampton,3,0,H,1,0,H,1998-99
E0,22/09/2001,Sheffield Weds,Wimbledon,1,2,A,0,2,A,1998-99
E0,22/09/2001,Coventry,Charlton,2,1,H,0,0,D,1998-99
E0,23/09/2001,Southampton,West Ham,1,0,H,1,0,H,1998-99
E0,23/09/2001,Wimbledon,Leicester,0,1,A,0,1,A,1998-99
E0,23/09/2001,Arsenal,Sheffield Weds,3,0,H,0,0,D,1998-99
E0,24/09/2001,Blackburn,Everton,1,2,A,1,1,D,1998-99
E0,26/09/2001,Derby,Aston Villa,2,1,H,2,1,H,1998-99
E0,29/09/2001,Leeds,Tottenham,2,0,H,1,0,H,1998-99
E0,29/09/2001,Nott'm Forest,Newcastle,1,2,A,1,1,D,1998-99
E0,29/09/2001,Chelsea,West Ham,0,1,A,0,0,D,1998-99
E0,29/09/2001,Coventry,Blackburn,1,1,D,1,0,H,1998-99
E0,29/09/2001,Derby,Liverpool,3,2,H,2,1,H,1998-99
E0,29/09/2001,Everton,Arsenal,0,2,A,0,1,A,1998-99
E0,30/09/2001,Leicester,Charlton,1,1,D,0,0,D,1998-99
E0,30/09/2001,Newcastle,Man United,1,2,A,1,1,D,1998-99
E0,30/09/2001,Sheffield Weds,Leeds,0,2,A,0,1,A,1998-99
E0,30/09/2001,Tottenham,Aston Villa,1,0,H,0,0,D,1998-99
E0,13/10/2001,Wimbledon,Nott'm Forest,1,3,A,0,1,A,1998-99
E0,13/10/2001,Middlesbrough,Southampton,3,0,H,2,0,H,1998-99
E0,13/10/2001,Arsenal,Coventry,2,0,H,1,0,H,1998-99
E0,13/10/2001,Blackburn,Wimbledon,3,1,H,3,0,H,1998-99
E0,13/10/2001,Leeds,Derby,4,1,H,3,1,H,1998-99
E0,13/10/2001,Nott'm Forest,Middlesbrough,1,2,A,1,1,D,1998-99
E0,13/10/2001,Southampton,Sheffield Weds,1,0,H,1,0,H,1998-99
E0,14/10/2001,West Ham,Newcastle,2,0,H,1,0,H,1998-99
E0,14/10/2001,Aston Villa,Chelsea,0,3,A,0,0,D,1998-99
